iter	Passed	Remaining
177	946	4372
178	951	4364
179	956	4356
180	961	4348
181	966	4342
182	972	4341
183	978	4339
184	983	4334
185	989	4330
186	995	4326
187	1000	4321
188	1005	4315
189	1011	4313
190	1017	4310
191	1022	4304
192	1027	4296
193	1032	4289
194	1038	4285
195	1042	4277
196	1048	4272
197	1053	4267
198	1058	4262
199	1063	4254
200	1068	4248
201	1073	4241
202	1078	4234
203	1083	4226
204	1088	4219
205	1092	4212
206	1097	4204
207	1102	4197
208	1106	4189
209	1111	4182
210	1116	4175
211	1121	4168
212	1126	4164
213	1134	4168
214	1140	4163
215	1145	4158
216	1151	4155
217	1157	4150
218	1163	4149
219	1170	4148
220	1174	4141
221	1179	4133
222	1184	4126
223	1189	4119
224	1193	4111
225	1198	4103
226	1203	4096
227	1207	4089
228	1212	4082
229	1217	4075
230	1222	4068
231	1226	4061
232	1231	4055
233	1236	4047
234	1241	4040
235	1246	4034
236	1250	4027
237	1255	4020
238	1262	4021
239	1268	4015
240	1273	4010
241	1278	4005
242	1284	3999
243	1290	3999
244	1296	3995
245	1303	3993
246	1309	3990
247	1314	3986
248	1320	3983
249	1327	3981
250	1331	3974
251	1336	3968
252	1341	3962
253	1346	3955
254	1351	3948
255	1356	3942
256	1361	3935
257	1366	3929
258	1371	3924
259	1376	3917
260	1381	3910
261	1386	3904
262	1391	3898
263	1395	3891
264	1400	3884
265	1405	3878
266	1410	3872
267	1415	3866
268	1420	3859
269	1425	3854
270	1430	3848
271	1435	3841
272	1440	3834
273	1444	3828
274	1450	3823
275	1455	3818
276	1460	3812
277	1466	3809
278	1472	3805
279	1477	3799
280	1483	3795
281	1489	3792
282	1496	3791
283	1502	3787
284	1507	3781
285	1512	3774
286	1516	3768
287	1522	3763
288	1526	3756
289	1531	3749
290	1536	3744
291	1541	3737
292	1546	3731
293	1551	3725
294	1556	3718
295	1560	3712
296	1565	3705
297	1570	3699
298	1576	3695
299	1583	3695
300	1590	3692
301	1597	3691
302	1602	3686
303	1610	3686
304	1616	3683
305	1621	3677
306	1627	3673
307	1634	3671
308	1639	3666
309	1644	3661
310	1651	3659
311	1658	3657
312	1664	3653
313	1669	3647
314	1677	3647
315	1683	3644
316	1689	3639
317	1693	3632
318	1702	3635
319	1709	3633
320	1715	3628
321	1720	3622
322	1726	3618
323	1733	3617
324	1739	3612
325	1744	3606
326	1749	3600
327	1755	3596
328	1760	3590
329	1765	3583
330	1770	3577
331	1774	3571
332	1779	3564
333	1787	3563
334	1793	3559
335	1798	3554
336	1804	3550
337	1811	3547
338	1816	3542
339	1822	3537
340	1828	3533
341	1834	3530
342	1839	3524
343	1844	3517
344	1849	3511
345	1854	3506
346	1859	3500
347	1864	3494
348	1869	3487
349	1875	3483
350	1880	3476
351	1885	3470
352	1890	3464
353	1895	3458
354	1900	3452
355	1904	3445
356	1910	3440
357	1914	3433
358	1919	3427
359	1924	3421
360	1931	3418
361	1936	3413
362	1942	3407
363	1947	3402
364	1952	3397
365	1958	3391
366	1963	3386
367	1969	3381
368	1973	3375
369	1979	3371
370	1985	3365
371	1990	3360
372	1995	3354
373	2000	3348
374	2006	3344
375	2011	3338
376	2017	3333
377	2022	3327
378	2027	3321
379	2032	3316
380	2037	3310
381	2043	3305
382	2047	3299
383	2053	3293
384	2058	3287
385	2063	3282
386	2068	3276
387	2073	3270
388	2077	3263
389	2082	3257
390	2088	3252
391	2093	3246
392	2098	3241
393	2103	3235
394	2108	3229
395	2116	3228
396	2123	3224
397	2128	3219
398	2134	3215
399	2140	3210
400	2145	3205
401	2151	3200
402	2156	3194
403	2161	3188
404	2166	3182
405	2171	3176
406	2175	3170
407	2180	3163
408	2185	3157
409	2190	3152
410	2195	3145
411	2199	3139
412	2204	3133
413	2209	3127
414	2214	3121
415	2219	3115
416	2223	3109
417	2228	3102
418	2233	3097
419	2238	3090
420	2243	3084
421	2247	3078
422	2252	3072
423	2257	3066
424	2262	3060
425	2268	3056
426	2274	3051
427	2279	3046
428	2285	3041
429	2290	3036
430	2297	3033
431	2303	3029
432	2308	3023
433	2313	3017
434	2319	3012
435	2324	3006
436	2329	3000
437	2333	2993
438	2338	2987
439	2343	2982
440	2348	2976
441	2352	2970
442	2357	2964
443	2362	2959
444	2368	2954
445	2374	2949
446	2378	2942
447	2383	2936
448	2388	2930
449	2392	2924
450	2397	2918
451	2401	2912
452	2406	2906
453	2411	2900
454	2416	2894
455	2421	2888
456	2426	2882
457	2431	2876
458	2435	2870
459	2442	2867
460	2447	2861
461	2452	2856
462	2457	2850
463	2463	2845
464	2470	2842
465	2475	2836
466	2480	2830
467	2485	2824
468	2489	2818
469	2494	2812
470	2500	2807
471	2505	2802
472	2509	2796
473	2514	2790
474	2519	2785
475	2524	2779
476	2529	2773
477	2534	2768
478	2539	2762
479	2544	2756
480	2549	2750
481	2554	2744
482	2558	2738
483	2563	2733
484	2568	2727
485	2573	2721
486	2578	2715
487	2583	2710
488	2587	2704
489	2592	2698
490	2596	2692
491	2602	2686
492	2608	2682
493	2614	2678
494	2620	2673
495	2626	2668
496	2631	2663
497	2637	2658
498	2643	2654
499	2648	2648
500	2653	2642
501	2658	2637
502	2663	2631
503	2668	2625
504	2673	2620
505	2678	2614
506	2683	2609
507	2688	2603
508	2692	2597
509	2697	2592
510	2702	2586
511	2707	2580
512	2712	2575
513	2717	2569
514	2722	2563
515	2727	2558
516	2731	2552
517	2736	2546
518	2741	2541
519	2747	2536
520	2753	2531
521	2758	2525
522	2763	2520
523	2767	2514
524	2772	2508
525	2778	2504
526	2784	2499
527	2790	2494
528	2796	2489
529	2801	2484
530	2807	2479
531	2812	2474
532	2817	2468
533	2822	2462
534	2826	2456
535	2831	2451
536	2836	2445
537	2841	2440
538	2846	2434
539	2851	2428
540	2855	2422
541	2860	2417
542	2865	2411
543	2870	2405
544	2875	2400
545	2879	2394
546	2884	2389
547	2889	2383
548	2895	2378
549	2899	2372
550	2904	2366
551	2909	2361
552	2913	2355
553	2918	2349
554	2923	2344
555	2928	2338
556	2933	2332
557	2938	2327
558	2944	2322
559	2949	2317
560	2954	2312
561	2959	2306
562	2965	2302
563	2971	2296
564	2975	2291
565	2980	2285
566	2985	2280
567	2991	2274
568	2996	2269
569	3001	2264
570	3006	2258
571	3011	2253
572	3016	2248
573	3021	2242
574	3026	2236
575	3030	2230
576	3035	2225
577	3040	2219
578	3044	2213
579	3049	2208
580	3054	2202
581	3058	2196
582	3063	2191
583	3068	2185
584	3073	2180
585	3079	2175
586	3084	2170
587	3090	2165
588	3096	2160
589	3103	2156
590	3109	2151
591	3114	2146
592	3119	2141
593	3125	2136
594	3130	2130
595	3135	2125
596	3140	2119
597	3145	2114
598	3150	2108
599	3154	2103
600	3159	2097
601	3164	2092
602	3170	2087
603	3175	2081
604	3180	2076
605	3185	2070
606	3189	2065
607	3195	2060
608	3200	2055
609	3207	2050
610	3211	2044
611	3216	2039
612	3221	2033
613	3225	2028
614	3230	2022
615	3235	2017
616	3240	2011
617	3246	2007
618	3252	2002
619	3258	1997
620	3263	1991
621	3268	1986
622	3275	1982
623	3281	1977
624	3286	1971
625	3291	1966
626	3296	1960
627	3301	1955
628	3306	1950
629	3311	1944
630	3316	1939
631	3321	1933
632	3325	1928
633	3330	1922
634	3336	1917
635	3341	1912
636	3345	1906
637	3350	1901
638	3355	1895
639	3360	1890
640	3365	1884
641	3370	1879
642	3375	1874
643	3380	1868
644	3386	1864
645	3392	1859
646	3399	1854
647	3408	1851
648	3413	1846
649	3418	1840
650	3423	1835
651	3427	1829
652	3433	1824
653	3438	1819
654	3444	1814
655	3449	1808
656	3455	1803
657	3460	1798
658	3467	1794
659	3472	1788
660	3477	1783
661	3482	1778
662	3487	1772
663	3493	1767
664	3498	1762
665	3502	1756
666	3507	1751
667	3512	1745
668	3517	1740
669	3522	1734
670	3527	1729
671	3531	1723
672	3536	1718
673	3541	1712
674	3546	1707
675	3550	1701
676	3555	1696
677	3560	1691
678	3565	1685
679	3571	1680
680	3577	1675
681	3582	1670
682	3589	1665
683	3594	1660
684	3599	1655
685	3604	1649
686	3609	1644
687	3614	1639
688	3619	1633
689	3623	1628
690	3628	1622
691	3633	1617
692	3638	1611
693	3642	1606
694	3647	1600
695	3652	1595
696	3657	1589
697	3661	1584
698	3666	1578
699	3671	1573
700	3675	1567
701	3680	1562
702	3685	1557
703	3690	1551
704	3695	1546
705	3700	1541
706	3705	1535
707	3710	1530
708	3715	1524
709	3719	1519
710	3724	1513
711	3729	1508
712	3734	1503
713	3740	1498
714	3745	1493
715	3751	1487
716	3756	1482
717	3762	1477
718	3767	1472
719	3772	1466
720	3777	1461
721	3781	1456
722	3787	1451
723	3792	1445
724	3796	1440
725	3801	1434
726	3806	1429
727	3811	1424
728	3816	1418
729	3821	1413
730	3826	1407
731	3830	1402
732	3835	1397
733	3841	1392
734	3846	1386
735	3851	1381
736	3856	1376
737	3861	1370
738	3866	1365
739	3871	1360
740	3879	1355
741	3885	1350
742	3890	1345
743	3897	1341
744	3904	1336
745	3910	1331
746	3915	1326
747	3921	1321
748	3927	1316
749	3933	1311
750	3939	1306
751	3944	1300
752	3949	1295
753	3954	1290
754	3959	1284
755	3963	1279
756	3968	1273
757	3973	1268
758	3978	1263
759	3983	1257
760	3988	1252
761	3992	1247
762	3997	1241
763	4003	1236
764	4008	1231
765	4013	1225
766	4017	1220
767	4022	1215
768	4028	1210
769	4033	1204
770	4038	1199
771	4044	1194
772	4048	1188
773	4053	1183
774	4058	1178
775	4063	1172
776	4069	1167
777	4074	1162
778	4080	1157
779	4085	1152
780	4091	1147
781	4097	1142
782	4103	1137
783	4108	1131
784	4113	1126
785	4118	1121
786	4124	1116
787	4130	1111
788	4135	1105
789	4141	1100
790	4147	1095
791	4152	1090
792	4157	1085
793	4162	1079
794	4167	1074
795	4172	1069
796	4177	1064
797	4182	1058
798	4187	1053
799	4192	1048
800	4197	1042
801	4202	1037
802	4206	1032
803	4211	1026
804	4216	1021
805	4221	1016
806	4225	1010
807	4231	1005
808	4238	1000
809	4243	995
810	4248	990
811	4255	985
812	4261	980
813	4267	975
814	4272	969
815	4278	964
816	4285	959
817	4290	954
818	4295	949
819	4300	943
820	4306	938
821	4312	933
822	4319	928
823	4324	923
824	4329	918
825	4334	913
826	4341	908
827	4346	902
828	4352	897
829	4357	892
830	4362	887
831	4367	881
832	4373	876
833	4378	871
834	4383	866
835	4388	860
836	4393	855
837	4399	850
838	4404	845
839	4410	840
840	4416	835
841	4422	829
842	4426	824
843	4431	819
844	4436	813
845	4441	808
846	4446	803
847	4451	797
848	4456	792
849	4461	787
850	4466	782
851	4472	776
852	4477	771
853	4482	766
854	4486	760
855	4492	755
856	4497	750
857	4501	745
858	4506	739
859	4511	734
860	4516	729
861	4520	723
862	4525	718
863	4530	713
864	4535	707
865	4540	702
866	4545	697
867	4550	692
868	4555	686
869	4561	681
870	4566	676
871	4572	671
872	4578	666
873	4584	660
874	4589	655
875	4593	650
876	4598	644
877	4603	639
878	4608	634
879	4613	629
880	4617	623
881	4622	618
882	4627	613
883	4632	607
884	4637	602
885	4642	597
886	4647	592
887	4651	586
888	4656	581
889	4661	576
890	4666	570
891	4671	565
892	4676	560
893	4681	555
894	4685	549
895	4689	544
896	4695	539
897	4701	534
898	4707	528
899	4712	523
900	4718	518
901	4725	513
902	4732	508
903	4737	503
904	4743	497
905	4749	492
906	4755	487
907	4760	482
908	4765	477
909	4770	471
910	4775	466
911	4779	461
912	4784	455
913	4789	450
914	4794	445
915	4799	440
916	4804	434
917	4808	429
918	4813	424
919	4818	418
920	4823	413
921	4828	408
922	4832	403
923	4837	397
924	4843	392
925	4847	387
926	4852	382
927	4857	376
928	4862	371
929	4870	366
930	4875	361
931	4882	356
932	4887	351
933	4893	345
934	4899	340
935	4905	335
936	4910	330
937	4915	324
938	4922	319
939	4928	314
940	4933	309
941	4938	304
942	4944	298
943	4950	293
944	4955	288
945	4961	283
946	4967	277
947	4973	272
948	4978	267
949	4983	262
950	4988	257
951	4995	251
952	5001	246
953	5006	241
954	5011	236
955	5016	230
956	5021	225
957	5026	220
958	5031	215
959	5035	209
960	5040	204
961	5045	199
962	5049	194
963	5055	188
964	5061	183
965	5066	178
966	5071	173
967	5078	167
968	5083	162
969	5089	157
970	5095	152
971	5101	146
972	5108	141
973	5113	136
974	5118	131
975	5123	125
976	5127	120
977	5132	115
978	5136	110
979	5141	104
980	5146	99
981	5151	94
982	5156	89
983	5161	83
984	5165	78
985	5170	73
986	5175	68
987	5180	62
988	5186	57
989	5193	52
990	5199	47
991	5206	41
992	5212	36
993	5217	31
994	5221	26
995	5228	20
996	5233	15
997	5239	10
998	5245	5
999	5251	0
