iter	RMSE
291	994.7454684
292	993.7924879
293	991.8832894
294	990.3669194
295	989.1798869
296	987.8761178
297	985.9973571
298	985.3744401
299	983.7242156
300	981.8914329
301	980.3684274
302	979.5983368
303	977.8761083
304	976.753295
305	975.6579854
306	974.8648949
307	974.133814
308	972.5934077
309	971.7365439
310	970.6475915
311	969.575042
312	968.081941
313	966.4792484
314	965.0590891
315	963.837033
316	963.3077435
317	962.6188327
318	961.7160863
319	960.8294381
320	960.3314013
321	959.1830614
322	957.7836552
323	956.9535845
324	955.5605187
325	954.5879965
326	953.2706536
327	952.4200029
328	951.1253591
329	950.3604832
330	949.5511889
331	948.537828
332	947.7606228
333	947.043035
334	946.0672403
335	944.9478948
336	943.3296528
337	942.3414756
338	941.3906741
339	940.0672872
340	939.1239984
341	938.2482791
342	937.0263773
343	936.2400849
344	935.1070994
345	934.4090117
346	933.1315849
347	932.3656753
348	931.7304943
349	930.8784027
350	930.0878494
351	929.2118901
352	928.5251858
353	928.0212945
354	926.6167201
355	925.5276869
356	924.4460133
357	923.3817258
358	922.564123
359	921.4871192
360	920.3920056
361	919.5447586
362	919.1166296
363	918.2152658
364	917.6472827
365	916.1805486
366	915.1224903
367	914.2304931
368	913.3867332
369	912.740864
370	912.3405104
371	911.3878287
372	910.3975855
373	909.5052224
374	908.7783532
375	907.6150612
376	906.4427698
377	905.5141015
378	904.8872851
379	904.0165069
380	903.3242505
381	902.6366452
382	901.5446247
383	900.8492968
384	900.1741745
385	899.4013773
386	898.7763578
387	898.4691493
388	898.0947653
389	897.3223062
390	896.7454654
391	895.430306
392	894.9521342
393	894.2779465
394	893.5997914
395	892.9979863
396	892.138897
397	891.4441146
398	890.5303306
399	889.7358927
400	889.1067599
401	888.6781109
402	887.7921989
403	887.1957981
404	886.786575
405	886.0858942
406	885.7787472
407	885.0126237
408	884.2139112
409	883.2877809
410	882.7934913
411	882.092029
412	881.8415676
413	881.258637
414	880.6222508
415	879.7990003
416	878.8251043
417	878.7479555
418	878.3294645
419	878.0256026
420	877.3163292
421	876.5725827
422	875.8723306
423	875.1073063
424	874.366099
425	873.8762263
426	873.4999051
427	872.8235646
428	872.2694178
429	872.0356605
430	871.1192002
431	870.2480422
432	869.1575042
433	868.7912604
434	868.2543199
435	867.6698318
436	866.9062917
437	866.7952318
438	866.7051787
439	865.9525614
440	865.8667404
441	865.427813
442	864.8872064
443	864.322446
444	863.7117232
445	863.4579917
446	863.0920071
447	862.6069426
448	862.2547561
449	862.0037133
450	861.425929
451	861.2030529
452	860.8398918
453	860.5723165
454	859.8794962
455	859.8019309
456	859.3946233
457	858.9608837
458	858.209334
459	857.8121886
460	857.5774566
461	857.3075814
462	857.084401
463	856.7036217
464	856.5286177
465	855.8765806
466	855.799862
467	855.359973
468	855.1194724
469	854.8505276
470	854.3441672
471	853.9047988
472	853.0583796
473	852.7305968
474	852.4785592
475	852.2379907
476	851.6209982
477	851.0732379
478	850.8175611
479	850.2549267
480	850.0224257
481	849.2323778
482	848.9177915
483	848.339191
484	847.8495859
485	847.5279929
486	846.7307309
487	845.6559927
488	845.6224412
489	845.5502708
490	844.8333888
491	844.3535329
492	843.9170858
493	843.6078499
494	843.257833
495	843.0068603
496	842.5475084
497	841.5172027
498	841.4490205
499	840.9514986
500	840.7383343
501	840.2194796
502	840.1555625
503	839.818361
504	838.9367087
505	838.4550215
506	837.9690088
507	837.6814649
508	837.3782629
509	836.9067163
510	836.066326
511	835.6610634
512	835.3580229
513	834.791515
514	834.5713779
515	834.2022692
516	833.9221148
517	833.4047427
518	833.079266
519	832.6555383
520	832.2452063
521	831.6637849
522	831.0287295
523	830.7880653
524	830.5957141
525	830.1433728
526	829.8629503
527	829.6579244
528	829.3768294
529	828.6935395
530	828.3367175
531	827.7937635
532	827.0850686
533	826.901186
534	826.6552597
535	826.4862728
536	826.3105471
537	825.6901351
538	825.2172393
539	824.9383122
540	824.7684189
541	824.5256617
542	824.3761083
543	824.0667344
544	823.4291281
545	823.1584655
546	822.9402454
547	822.6874687
548	822.2601333
549	822.1006815
550	821.7064527
551	820.9510833
552	820.6310603
553	819.9756943
554	819.6649691
555	819.4183595
556	818.8274899
557	818.4676181
558	818.1035072
559	818.002298
560	817.8408211
561	817.7846267
562	817.5984961
563	817.1660097
564	817.009434
565	816.8114905
566	816.2880825
567	816.0233617
568	815.9291055
569	815.5819409
570	815.2904371
571	814.8264228
572	814.1976595
573	813.7996831
574	813.6445075
575	813.2814462
576	812.7532069
577	812.7004097
578	812.4804788
579	812.2963183
580	812.0918234
581	811.9015136
582	811.6039258
583	811.4426056
584	811.2832488
585	810.8392571
586	810.6657775
587	810.5876946
588	810.5241624
589	810.0625876
590	809.8988468
591	809.7343939
592	809.5737952
593	809.0277399
594	808.9855658
595	808.7838517
596	808.3024714
597	807.9255174
598	807.5034429
599	807.4592099
600	806.9827488
601	806.5915858
602	806.4472653
603	805.8608451
604	805.2288123
605	805.0257353
606	804.8585324
607	804.5210021
608	804.3029026
609	803.7141047
610	803.4054784
611	802.8564266
612	802.4029219
613	801.9782912
614	801.936978
615	801.7060533
616	801.3451238
617	800.7617221
618	800.2489516
619	799.8063927
620	799.2696424
621	798.7201447
622	798.2326167
623	797.9396938
624	797.6219153
625	797.3824704
626	796.8447305
627	796.4715585
628	795.8387743
629	795.6550181
630	795.4206187
631	795.1444098
632	794.881361
633	794.6691321
634	794.0911707
635	793.5548511
636	793.3101059
637	792.4313489
638	792.3295875
639	791.9294679
640	791.8321424
641	791.4032878
642	791.0099175
643	790.4569689
644	790.0808226
645	789.7354944
646	789.4644904
647	789.3704258
648	788.9591267
649	788.5709679
650	788.2613131
651	788.170551
652	787.9054096
653	787.6436196
654	787.2891972
655	787.148892
656	786.3648524
657	785.8737413
658	785.530058
659	785.1822189
660	784.7420732
661	784.4480792
662	784.000091
663	783.7408337
664	783.2587339
665	782.9941137
666	782.7376584
667	782.236953
668	781.486269
669	781.398962
670	781.1565354
671	781.0223057
672	780.665541
673	780.4879268
674	779.8310686
675	779.6381463
676	779.4441626
677	778.9486257
678	778.832233
679	778.2452575
680	778.2047289
681	778.0321161
682	777.5385909
683	777.2109484
684	776.9776037
685	776.7668558
686	776.5939826
687	776.1897463
688	775.741032
689	775.2607339
690	774.9809727
691	774.5545443
692	774.3584113
693	774.2736089
694	773.9787982
695	773.9420318
696	773.5653727
697	773.5297825
698	772.8393751
699	772.5293699
700	772.1347032
701	771.7811034
702	771.2134454
703	770.8700793
704	770.3539904
705	770.1239006
706	769.8571242
707	769.3754723
708	769.2218185
709	769.0406986
710	768.7763295
711	768.4817942
712	768.2870179
713	767.8856057
714	767.5170482
715	767.3475705
716	766.8046252
717	766.3335731
718	766.0632487
719	765.8502684
720	765.4694834
721	765.1550427
722	764.6016725
723	764.3369269
724	764.0984736
725	763.7145905
726	763.3414965
727	763.0073769
728	762.6103753
729	762.4091744
730	762.1807372
731	761.838043
732	761.5324629
733	761.2130827
734	761.0672317
735	760.7790027
736	760.500465
737	760.3325486
738	760.1902247
739	759.9875091
740	759.7039993
741	759.4206852
742	759.2340122
743	758.8509358
744	758.5880913
745	758.4561524
746	758.2198407
747	757.8760074
748	757.6494374
749	757.4201067
750	757.0513001
751	756.6939054
752	756.3564295
753	756.1368062
754	755.8943512
755	755.7811025
756	755.4776859
757	755.2350011
758	755.0332818
759	754.8761509
760	754.4549878
761	754.0461308
762	753.8428438
763	753.6371983
764	753.3427571
765	752.9896014
766	752.7921972
767	752.6578277
768	752.0822122
769	751.9368833
770	751.8657088
771	751.6139261
772	751.3762945
773	750.9962581
774	750.9213014
775	750.7248611
776	750.5493425
777	750.1617982
778	750.1137434
779	749.9123515
780	749.5558746
781	749.3644439
782	749.0921393
783	749.0258464
784	748.8976442
785	748.46948
786	748.2709159
787	748.2140657
788	747.8402705
789	747.4855124
790	747.1682755
791	747.0351643
792	746.8833929
793	746.6336607
794	746.3287439
795	746.0824932
796	745.9031694
797	745.6831035
798	745.3664729
799	745.2322373
800	745.1026621
801	744.9246791
802	744.6659746
803	744.6123249
804	744.312379
805	744.1374622
806	743.9473371
807	743.8107811
808	743.4087915
809	743.2392382
810	742.6455683
811	742.2686667
812	742.2181087
813	742.0104224
814	741.7456555
815	741.4391867
816	741.1057881
817	740.9793527
818	740.784045
819	740.5969128
820	740.4761237
821	740.2173587
822	739.9966521
823	739.6981198
824	739.3813248
825	739.2642299
826	739.066253
827	738.9638888
828	738.6174287
829	738.2387699
830	738.049856
831	737.8057227
832	737.3994751
833	737.2111291
834	737.0594422
835	736.79394
836	736.7601881
837	736.4764381
838	736.3736543
839	736.1222323
840	735.8060276
841	735.6479289
842	735.6164109
843	735.4832707
844	735.2166951
845	735.1032848
846	734.9616966
847	734.7921625
848	734.3583399
849	734.2447702
850	733.8760211
851	733.4477434
852	733.3175552
853	733.0333163
854	732.6896163
855	732.4900945
856	732.2406029
857	731.9881665
858	731.8285445
859	731.7109849
860	731.4584495
861	731.2968548
862	730.9150501
863	730.7369369
864	730.5858094
865	730.4372
866	730.3224349
867	730.1139809
868	729.9307817
869	729.4291871
870	729.252133
871	729.0200072
872	728.8770187
873	728.7863664
874	728.691167
875	728.5083708
876	728.2320753
877	728.109796
878	728.0741998
879	727.8696254
880	727.7148829
881	727.4999148
882	727.1482779
883	726.9647411
884	726.8332806
885	726.6355738
886	726.4818955
887	726.452433
888	726.4062859
889	726.1734739
890	725.9556158
891	725.7571521
892	725.6330052
893	725.5441483
894	725.499794
895	725.4774684
896	725.443139
897	725.3429792
898	725.1106851
899	725.0556558
900	724.9940645
901	724.9669873
902	724.8271362
903	724.727925
904	724.4672032
905	724.4460737
906	724.3875744
907	724.3600495
908	724.2663375
909	724.2465106
910	723.9543997
911	723.9285736
912	723.8116061
913	723.7318936
914	723.5079681
915	723.3551816
916	723.2058162
917	723.0748727
918	723.0285813
919	722.6486585
920	722.3106038
921	722.1270324
922	721.9936411
923	721.8428569
924	721.6821421
925	721.5502355
926	721.2691047
927	721.2521815
928	721.2401986
929	721.1181685
930	721.0437331
931	720.6699302
932	720.3527955
933	720.1670589
934	720.0575516
935	719.8254468
936	719.8009296
937	719.5877259
938	719.360628
939	719.251503
940	718.9711486
941	718.6279402
942	718.4072343
943	718.1590515
944	718.1013474
945	717.9884643
946	717.8299925
947	717.7740061
948	717.3625451
949	717.2062347
950	717.0483441
951	716.8977215
952	716.8645345
953	716.6433836
954	716.4996731
955	716.2922522
956	716.0830977
957	715.9346296
958	715.7649958
959	715.5898888
960	715.3634595
961	715.2306523
962	715.2206858
963	715.0843739
964	714.9211802
965	714.6851703
966	714.6218008
967	714.4151359
968	714.3772914
969	714.1815621
970	713.8005234
971	713.7380701
972	713.625259
973	713.4890288
974	713.0181682
975	713.002947
976	712.8843985
977	712.8631545
978	712.8243158
979	712.7659441
980	712.6219485
981	712.5170793
982	712.2108489
983	711.9793329
984	711.6938901
985	711.6626381
986	711.4127663
987	711.2211172
988	711.0964393
989	710.7225499
990	710.5506446
991	710.4363003
992	710.0943986
993	709.9213349
994	709.7402265
995	709.4614526
996	709.1698076
997	708.7496739
998	708.4357829
999	708.1729054
